date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:00:37	974/974	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Feb%202025%2022:02:35%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/css/conditionals/popup.min401f.css?ver=3.25.4	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/css/conditionals/popup.min401f401f.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:38	600/600	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Feb%202025%2022:03:45%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-heading.min3dd9.css?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-heading.min3dd93dd9.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:39	1833/1833	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Feb%202025%2022:03:45%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-spacer.min3dd9.css?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-spacer.min3dd93dd9.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:40	1283/1283	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Feb%202025%2022:03:45%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-video.min3dd9.css?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-video.min3dd93dd9.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:41	16471/16471	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Feb%202025%2022:03:46%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css?ver=8.4.5	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a494a4.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:42	5486/5486	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Feb%202025%2022:03:45%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min3dd9.css?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min3dd93dd9.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:43	382/382	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Feb%202025%2022:03:45%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-image-carousel.min3dd9.css?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/css/widget-image-carousel.min3dd93dd9.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:44	18717/18717	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Mar%202025%2022:18:08%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/uploads/elementor/css/post-204aded.css?ver=1741645088	~/hugo/vakinhasdobem.org/salveohugo/wp-content/uploads/elementor/css/post-204adedaded.css	(from https://vakinhasdobem.org/salveohugo/)
00:00:45	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2020:14:24%20GMT	https://vakinhasdobem.org/salveohugo/wp-includes/js/jquery/jquery.minf43b.js?ver=3.7.1	~/hugo/vakinhasdobem.org/salveohugo/wp-includes/js/jquery/jquery.minf43bf43b.js	(from https://vakinhasdobem.org/salveohugo/)
00:00:46	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2008:49:24%20GMT	https://vakinhasdobem.org/salveohugo/wp-includes/js/jquery/jquery-migrate.min5589.js?ver=3.4.1	~/hugo/vakinhasdobem.org/salveohugo/wp-includes/js/jquery/jquery-migrate.min55895589.js	(from https://vakinhasdobem.org/salveohugo/)
00:00:47	1317/1317	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2004%20Mar%202025%2018:02:55%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.mind1c0.js?ver=6.7.2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.mind1c0d1c0.js	(from https://vakinhasdobem.org/salveohugo/)
00:00:48	1709/1709	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2004%20Mar%202025%2018:02:55%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js?ver=2.1.3	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c714c71.js	(from https://vakinhasdobem.org/salveohugo/)
00:00:49	141079/141079	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2004%20Mar%202025%2018:02:55%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/tld.min254d.js?ver=2.3.1	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/tld.min254d254d.js	(from https://vakinhasdobem.org/salveohugo/)
00:00:50	149004/149004	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2004%20Mar%202025%2018:02:55%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/publice1f4.js?ver=10.1.2.1	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/pixelyoursite/dist/scripts/publice1f4e1f4.js	(from https://vakinhasdobem.org/salveohugo/)
00:00:51	299177/299177	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2001:31:25%20GMT	https://vakinhasdobem.org/salveohugo/wp-json/index.html	~/hugo/vakinhasdobem.org/salveohugo/wp-json/index.html	(from https://vakinhasdobem.org/salveohugo/)
00:00:52	30307/30307	---M--	200	added ('OK')	application/json	date:Tue,%2011%20Mar%202025%2001:31:25%20GMT	https://vakinhasdobem.org/salveohugo/wp-json/wp/v2/pages/204.json	~/hugo/vakinhasdobem.org/salveohugo/wp-json/wp/v2/pages/204.json	(from https://vakinhasdobem.org/salveohugo/)
00:00:53	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2018%20Mar%202025%2003:00:53%20GMT	https://vakinhasdobem.org/salveohugo/xmlrpc0db0.php?rsd	~/hugo/vakinhasdobem.org/salveohugo/xmlrpc0db00db0.php	(from https://vakinhasdobem.org/salveohugo/)
00:00:54	147485/147485	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202025%2022:08:04%20GMT	https://vakinhasdobem.org/salveohugo/index.html	~/hugo/vakinhasdobem.org/salveohugo/index-2.html	(from https://vakinhasdobem.org/salveohugo/)
00:00:55	2077/2077	---M--	200	added ('OK')	application/json	date:Tue,%2011%20Mar%202025%2001:31:27%20GMT	https://vakinhasdobem.org/salveohugo/wp-json/oembed/1.0/embedfa9e.json?url=https%3A%2F%2Fajudanicolas.org%2F	~/hugo/vakinhasdobem.org/salveohugo/wp-json/oembed/1.0/embedfa9efa9e.json	(from https://vakinhasdobem.org/salveohugo/)
00:00:56	2239/2239	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2001:31:28%20GMT	https://vakinhasdobem.org/salveohugo/wp-json/oembed/1.0/embedbf0e?url=https%3A%2F%2Fajudanicolas.org%2F&format=xml	~/hugo/vakinhasdobem.org/salveohugo/wp-json/oembed/1.0/embedbf0ebf0e.html	(from https://vakinhasdobem.org/salveohugo/)
00:00:58	210380/210380	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Mulish-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Mulish-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:00:59	217648/217648	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Mulish-Italic-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Mulish-Italic-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:00	309720/309720	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Raleway-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Raleway-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:01	309832/309832	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Raleway-Italic-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Raleway-Italic-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:02	247036/247036	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/RobotoSlab-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/RobotoSlab-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:03	134476/134476	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Jost-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Jost-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:03	143672/143672	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Jost-Italic-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Jost-Italic-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:06	394140/394140	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Montserrat-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Montserrat-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:06	404112/404112	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Montserrat-Italic-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Montserrat-Italic-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:08	275644/275644	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Nunito-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Nunito-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:08	18900/18900	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-300.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-300.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:08	280276/280276	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Nunito-Italic-VariableFont_wght.ttf	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/Nunito-Italic-VariableFont_wght.ttf	(from https://vakinhasdobem.org/salveohugo/)
00:01:09	20924/20924	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:12	20996/20996	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-500.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-500.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:13	21268/21268	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-700.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-700.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:14	21012/21012	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-800.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/solway-v15-latin-800.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:15	7900/7900	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/changa-one-v18-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/changa-one-v18-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:16	8404/8404	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/changa-one-v18-latin-italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/changa-one-v18-latin-italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:17	12680/12680	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-200.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-200.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:18	12068/12068	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-200italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-200italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:19	12956/12956	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-300.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-300.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:20	12556/12556	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-300italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-300italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:21	13036/13036	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:22	12580/12580	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:23	13052/13052	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-600.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-600.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:24	12564/12564	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-600italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-600italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:25	12924/12924	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-700.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-700.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:26	12612/12612	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-700italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-700italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:27	12408/12408	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-900.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-900.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:28	12076/12076	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-900italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/source-sans-pro-v21-latin-900italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:29	19752/19752	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-300.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-300.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:30	19720/19720	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-300italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-300italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:31	20028/20028	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:32	19780/19780	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:33	19740/19740	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-700.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-700.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:34	19900/19900	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-700italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-700italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:35	19816/19816	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-900.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-900.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:36	19844/19844	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-900italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/merriweather-v30-latin-900italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:37	7484/7484	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-100.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-100.woff2	(from https://vakinhasdobem.org/salveohugo/)
